Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name,Year
2017-04-26,E-commerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,8.0,Mytaxiindia,2017
2017-04-27,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,28.8,Atomberg,2017
2017-04-28,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding Round,6.0,Sillymonks,2017
2017-03-01,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,80.0,Grey Campus,2017
2017-03-02,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,12.0,Storeking,2017
2017-03-02,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding Round,4.0,Myseniordoctor,2017
2017-03-02,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,20.0,Epaylater,2017
2017-03-02,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,60.8,Bombay Shirt Company,2017
2017-03-03,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding Round,2.2,Jivox,2017
2017-03-03,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,53.6,Curejoy,2017
2017-03-03,E-commerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,1600.0,Unnati Helpers,2017
2017-03-04,Health Care,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,156.0,Cleartax,2017
2017-03-06,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding Round,9.6,Silvan Innovation Labs,2017
2017-03-06,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding Round,1.2,Greythr,2017
2017-03-06,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,14.32,Onspoon,2017
2017-03-07,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,80.0,Celerix,2017
2017-03-07,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,80.0,Naturenama,2017
2017-03-07,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,8.0,Syona Cosmetics,2017
2017-03-07,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding Round,0.24,Prettysecrets,2017
2017-03-07,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,29.2,Spiderg,2017
2017-03-08,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding Round,8.8,The Uolo,2017
2017-03-09,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding Round,4.0,Schedulers Logistics,2017
2017-03-09,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,36.0,Kabadiexpress,2017
2017-03-10,Health Care,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding Round,3.54,Yourdost,2017
2017-03-10,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding Round,4.8,Locanix,2017
2017-03-15,E-commerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,26.8,Trendieapp,2017
2017-03-15,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding Round,0.8,Velvetcase,2017
2017-03-16,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund",Private Equity,10.8,Meru Cabs,2017
2017-03-16,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding Round,1.6,Prescribez,2017
2017-03-21,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,29.36,Easyroads,2017
2017-03-21,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,42.4,Seclore,2017
2017-03-22,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju",Seed Funding Round,1.53,Comarete,2017
2017-03-23,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,120.0,Mydentistchoice,2017
2017-03-23,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,448.0,Indee,2017
2017-03-24,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding Round,3.06,Weballigator,2017
2017-03-28,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,2.4,Innonano Research,2017
2017-03-29,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding Round,2.6,Zenify,2017
2017-03-29,E-commerce,Self-Checkout ECommerce App,Bangalore,KStart Capital,Seed Funding Round,5.2,Fractal Analytics,2017
2017-03-31,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,24.0,Taxivaxi,2017
2017-02-07,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding Round,3.6,Machadalo,2017
2017-02-07,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,80.0,Dil Mil,2017
2017-02-08,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding Round,8.0,Hungama,2017
2017-02-08,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,9.6,Shipsy,2017
2017-02-08,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,440.0,Gear6,2017
2017-02-08,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding Round,0.32,Living Local,2017
2017-02-09,E-commerce,Women Apparel & Lifestyle etailer,Bangalore,"RB Investments, Sequoia Capital",Private Equity,48.0,Oyo,2017
2017-02-10,E-commerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Private Equity,4.0,Legalraasta,2017
2017-02-13,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,60.0,Beaconstalk,2017
2017-02-13,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,25.6,Vyomo,2017
2017-02-13,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,120.0,Nestaway,2017
2017-02-13,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding Round,2.64,Jugnoo,2017
2017-02-13,Technology,Expense Management Solution,Bangalore,Pravega Ventures,Seed Funding Round,3.2,Driverscart,2017
2017-02-14,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding Round,2.4,Toko Innovation Studios,2017
2017-02-14,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,179.2,Commut,2017
2017-02-15,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Funding Round,2.8,Impact Guru,2017
2017-02-16,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,24.0,Momark,2017
2017-02-16,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,24.0,Systemantics,2017
2017-02-17,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding Round,4.0,Imarticus Learning,2017
2017-02-17,E-commerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding Round,0.32,N.O.W,2017
2017-02-18,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed Funding Round,0.32,Reach,2017
2017-02-22,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,Seed Funding Round,0.32,Lovecycles,2017
2017-02-27,E-commerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,Seed Funding Round,0.75,Pinkblue,2017
2017-02-28,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,8.0,Truckingcube,2017
2017-01-02,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding Round,2.93,Proximit,2017
2017-01-03,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding Round,6.6,Withme,2017
2017-01-06,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,104.0,Hello Curry,2017
2017-01-07,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,456.0,Gosporto,2017
2017-01-09,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,280.0,Room On Call,2017
2017-01-10,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,6.4,Drivojoy,2017
2017-01-10,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,40.0,Creditseva,2017
2017-01-10,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,18.0,Endless Robotics,2017
2017-01-12,Consumer Internet,Real-time Mobile App Management Platform,Bangalore,"IDG Ventures, Endiya Partners",Private Equity,10.8,Veritas Finance,2017
2017-01-12,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,80.0,Qikship,2017
2017-01-13,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,32.8,Fixnix,2017
2017-01-13,Consumer Internet,Gadgets Repair & Service Booking platform,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding Round,3.52,Strike,2017
2017-01-16,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,40.0,Mazkara,2017
2017-01-16,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding Round,5.6,Pindropmusic,2017
2017-01-17,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,6.4,Woodpie,2017
2017-01-17,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Equity,16.0,Perfumery,2017
2017-01-17,Consumer Internet,Online Healthcare platform,Bangalore,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,440.0,Gingercrush,2017
2017-01-17,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed Funding Round,3.53,American Vision,2017
2017-01-17,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding Round,4.0,Dawailelo,2017
2017-01-17,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith Nair, Anish K",Seed Funding Round,1.18,Istyleyou,2017
2017-01-18,E-commerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding Round,5.2,Capzest,2017
2017-01-19,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,8.0,Actonmagic,2017
2017-01-22,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed Funding Round,0.4,Tablehero,2017
2017-01-23,Technology,Maths Learning program,New Delhi,"CapitalG, Sequoia India",Private Equity,120.0,The Viral Fever,2017
2017-01-24,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,Indochine International,Private Equity,4.0,Ark Robot,2017
2017-01-24,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,80.0,Jaypore,2017
2017-01-24,Consumer Internet,Online transport vehicle booking platform,Bangalore,"GMO Japan, Neelesh Bhatnagar",Private Equity,32.0,Advantage Club,2017
2017-01-25,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,32.0,Taskbob,2017
2017-01-25,Technology,Security-as-a-Service solution provider,Bangalore,ABM Knowledgeware,Private Equity,17.6,Sayfix,2017
2017-01-26,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,11.2,Juspay,2017
2017-01-26,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed Funding Round,2.4,Funcart,2017
2017-01-30,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding Round,0.85,Edubridge,2017
2017-01-30,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,Seed Funding Round,0.18,Hopscotch,2017
2017-01-30,E-commerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding Round,0.54,B9 Beverages,2017
2017-01-30,Consumer Internet,Smart Online address tags,Bangalore,The Ten Minute Million,Seed Funding Round,0.14,Mychild App,2017
2017-01-31,E-commerce,Online Pet Products Store,New Delhi,Undisclosed Investors,Private Equity,16.0,Alefnmobitech,2017
2016-12-01,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,9.6,Zebpay,2016
2016-12-01,Consumer Internet,Online Instant personal Loan provider,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,32.0,Planmynmedicaltrip,2016
2016-12-01,Consumer Internet,Lock screen Rewards mobile app,New Delhi,Songhyun Investment,Private Equity,28.8,Justdakhila.Com,2016
2016-12-02,Consumer Internet,Entry-Level job Seekers platform,New Delhi,Undisclosed,Seed Funding Round,0.8,Infurnia,2016
2016-12-02,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,24.0,Confirmtkt,2016
2016-12-05,E-commerce,Online Grocery Store,Bangalore,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,11.2,Freshmenu,2016
2016-12-06,Consumer Internet,Mobile Contacts Management app,New Delhi,Info Edge (India),Seed Funding Round,1.18,Ibus Networks,2016
2016-12-07,Consumer Internet,Online Investment Advisory platform,Bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed Funding Round,3.52,Collegedunia,2016
2016-12-08,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,52.0,Industrybuying,2016
2016-12-08,Consumer Internet,Online Car servicing Booking platform,Gurgaon,Venture Catalysts,Seed Funding Round,2.0,Just Buy Live,2016
2016-12-09,E-commerce,Fashion Apparel eTailer,New Delhi,Kalaari Capital,Private Equity,48.0,Imbesharam,2016
2016-12-09,Technology,Content Management & Productivity platform,Bangalore,Mumbai Angels,Seed Funding Round,3.6,Creo,2016
2016-12-09,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed Funding Round,2.0,Shabdanagari,2016
2016-12-12,Technology,Education & learning Tech platform,Bangalore,Verlinvest SA,Private Equity,80.0,Silvan,2016
2016-12-12,Consumer Internet,P2P Lending platform,New Delhi,Undisclosed Investors,Seed Funding Round,1.6,Eps,2016
2016-12-12,Consumer Internet,Online Doctor Consulting platform,Gurgaon,RoundGlass Partners,Private Equity,16.0,Siftr Labs,2016
2016-12-12,Food & Beverages,Cold Press Juice manufacturer & seller,New Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding Round,16.0,Applicate,2016
2016-12-13,Consumer Internet,Online lending platform,Gurgaon,Omidyar Network,Private Equity,80.0,Zebi (Yet To Launch),2016
2016-12-14,Consumer Internet,Hotel Booking platform,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding Round,1.2,Godof Hospitals,2016
2016-12-14,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding Round,2.38,Ndtv Wedding Portal,2016
2016-12-15,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding Round,0.8,Customfurnish,2016
2016-12-15,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,80.0,Leaf Wearables,2016
2016-12-15,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,280.0,Coolshare,2016
2016-12-15,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,24.0,Yumist,2016
2016-12-16,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,184.0,Jigsaw Academy,2016
2016-12-16,Consumer Internet,Holiday Packages provider,New Delhi,"GEMS Advisory, Quarizon",Seed Funding Round,0.98,Homestudio,2016
2016-12-20,E-commerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding Round,0.4,Holisol Logistics,2016
2016-12-21,Consumer Internet,online to offline marketing platform,Bangalore,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed Funding Round,4.0,Capricoast,2016
2016-12-21,E-commerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding Round,1.3,Whoop,2016
2016-12-22,Consumer Internet,Career Planning & Assessment platform,New Delhi,Taxmann,Seed Funding Round,2.59,Housejoy,2016
2016-12-22,E-commerce,Personal care product etailer,Bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding Round,2.4,Bluebirch,2016
2016-12-23,Technology,Cloud based CRM for Agencies,Bangalore,Ivy League Alumni Angel Network,Private Equity,16.0,Meradoctor,2016
2016-12-26,Consumer Internet,Video Streaming platform,Mumbai,undisclosed investors,Seed Funding Round,9.6,Black White Orange,2016
2016-12-26,Logistics,On-Demand Delivery Service,Gurgaon,Eight Roads Ventures,Private Equity,80.0,Town Essentials,2016
